engine_hp,engine_cylinders,highway_mpg,city_mpg,popularity,log_price,age,number_of_doors_2,number_of_doors_3,number_of_doors_4,transmission_type_manual,transmission_type_automatic,make_chevrolet,make_ford,make_volkswagen,make_toyota,make_dodge,make_nissan
240.0,4.0,35,23,3916,10.39973746484973,1,1,0,0,0,1,0,0,0,0,0,0
240.0,4.0,34,23,3916,10.562327926902078,1,1,0,0,0,1,0,0,0,0,0,0
320.0,6.0,31,20,3916,10.79448098903612,1,1,0,0,0,1,0,0,0,0,0,0
240.0,4.0,35,23,3916,10.458837110181584,1,1,0,0,0,1,0,0,0,0,0,0
240.0,4.0,34,22,3916,10.612778714919378,1,1,0,0,0,1,0,0,0,0,0,0
320.0,6.0,31,20,3916,10.695370855832223,1,1,0,0,0,1,0,0,0,0,0,0
240.0,4.0,34,22,3916,10.39973746484973,1,1,0,0,1,0,0,0,0,0,0,0
320.0,6.0,30,20,3916,10.739673908168612,1,1,0,0,0,1,0,0,0,0,0,0
320.0,6.0,30,20,3916,10.834686601143401,1,1,0,0,0,1,0,0,0,0,0,0
335.0,6.0,31,21,3916,10.746153272535546,0,1,0,0,0,1,0,0,0,0,0,0
335.0,6.0,32,21,3916,10.800615852145526,0,1,0,0,0,1,0,0,0,0,0,0
335.0,6.0,32,21,3916,10.840580412039547,0,1,0,0,0,1,0,0,0,0,0,0
335.0,6.0,32,21,3916,10.702142737876844,0,1,0,0,0,1,0,0,0,0,0,0
248.0,4.0,34,23,3916,10.570059724910275,0,1,0,0,0,1,0,0,0,0,0,0
248.0,4.0,35,24,3916,10.408828161071545,0,1,0,0,0,1,0,0,0,0,0,0
248.0,4.0,33,24,3916,10.467408346336265,0,1,0,0,0,1,0,0,0,0,0,0
248.0,4.0,33,23,3916,10.620131509007471,0,1,0,0,0,1,0,0,0,0,0,0
162.0,5.0,20,16,3105,7.601402334583733,27,0,0,1,0,1,0,0,0,0,0,0
162.0,5.0,22,15,3105,7.601402334583733,27,0,0,1,1,0,0,0,0,0,0,0
162.0,5.0,23,15,3105,7.601402334583733,27,0,0,1,1,0,0,0,0,0,0,0
217.0,5.0,22,16,3105,7.601402334583733,26,0,0,1,1,0,0,0,0,0,0,0
217.0,5.0,22,16,3105,7.601402334583733,26,0,0,1,1,0,0,0,0,0,0,0
162.0,5.0,20,16,3105,7.601402334583733,26,0,0,1,0,1,0,0,0,0,0,0
184.0,4.0,36,23,1013,10.13344781717726,2,0,0,1,0,1,0,0,0,0,0,0
184.0,4.0,36,23,1013,10.083765355620846,2,0,0,1,0,1,0,0,0,0,0,0
295.0,6.0,29,18,1013,10.287763071961688,2,0,0,1,0,1,0,0,0,0,0,0
184.0,4.0,36,23,1013,9.998615897627705,2,0,0,1,0,1,0,0,0,0,0,0
184.0,4.0,36,23,1013,10.189643460991862,2,0,0,1,0,1,0,0,0,0,0,0
295.0,6.0,29,18,1013,10.336113768706666,2,0,0,1,0,1,0,0,0,0,0,0
184.0,4.0,36,23,1013,9.998615897627705,1,0,0,1,0,1,0,0,0,0,0,0
184.0,4.0,36,23,1013,10.232647404434218,1,0,0,1,0,1,0,0,0,0,0,0
295.0,6.0,29,18,1013,10.366781220256765,1,0,0,1,0,1,0,0,0,0,0,0
295.0,6.0,29,18,1013,10.305814408143789,1,0,0,1,0,1,0,0,0,0,0,0
184.0,4.0,36,23,1013,10.020870508171171,1,0,0,1,0,1,0,0,0,0,0,0
184.0,4.0,36,23,1013,10.22451977466945,1,0,0,1,0,1,0,0,0,0,0,0
184.0,4.0,36,23,1013,10.15389601499835,1,0,0,1,0,1,0,0,0,0,0,0
184.0,4.0,36,23,1013,10.106060982105628,1,0,0,1,0,1,0,0,0,0,0,0
295.0,6.0,28,18,1013,10.305814408143789,0,0,0,1,0,1,0,0,0,0,0,0
295.0,6.0,28,18,1013,10.366781220256765,0,0,0,1,0,1,0,0,0,0,0,0
184.0,4.0,36,23,1013,10.191894362302365,0,0,0,1,0,1,0,0,0,0,0,0
184.0,4.0,36,23,1013,10.020870508171171,0,0,0,1,0,1,0,0,0,0,0,0
184.0,4.0,36,23,1013,10.15389601499835,0,0,0,1,0,1,0,0,0,0,0,0
295.0,6.0,28,18,1013,10.33854382482173,0,0,0,1,0,1,0,0,0,0,0,0
184.0,4.0,36,23,1013,10.232647404434218,0,0,0,1,0,1,0,0,0,0,0,0
184.0,4.0,36,23,1013,9.998615897627705,0,0,0,1,0,1,0,0,0,0,0,0
184.0,4.0,36,23,1013,10.106060982105628,0,0,0,1,0,1,0,0,0,0,0,0
115.0,4.0,36,26,2009,7.601402334583733,21,1,0,0,1,0,0,0,0,0,0,1
115.0,4.0,36,26,2009,7.601402334583733,21,1,0,0,1,0,0,0,0,0,0,1
140.0,4.0,29,21,2009,7.601402334583733,21,1,0,0,1,0,0,0,0,0,0,1
140.0,4.0,29,21,2009,7.601402334583733,20,1,0,0,1,0,0,0,0,0,0,1
115.0,4.0,35,25,2009,7.601402334583733,20,1,0,0,1,0,0,0,0,0,0,1
115.0,4.0,35,25,2009,7.601402334583733,20,1,0,0,1,0,0,0,0,0,0,1
115.0,4.0,35,25,2009,7.601402334583733,19,1,0,0,1,0,0,0,0,0,0,1
115.0,4.0,35,25,2009,7.601402334583733,19,1,0,0,1,0,0,0,0,0,0,1
140.0,4.0,28,20,2009,7.637234388789473,19,1,0,0,1,0,0,0,0,0,0,1
155.0,4.0,26,19,2009,8.219864741912652,21,1,0,0,1,0,0,0,0,0,0,1
155.0,4.0,26,19,2009,8.166500319155052,21,1,0,0,1,0,0,0,0,0,0,1
155.0,4.0,26,19,2009,8.271548374755515,20,1,0,0,1,0,0,0,0,0,0,1
155.0,4.0,26,19,2009,8.338783971442199,20,1,0,0,1,0,0,0,0,0,0,1
155.0,4.0,26,19,2009,8.32069157104845,20,1,0,0,1,0,0,0,0,0,0,1
155.0,4.0,25,20,2009,8.366370301681654,19,1,0,0,1,0,0,0,0,0,0,1
155.0,4.0,25,20,2009,8.454040376410969,19,1,0,0,1,0,0,0,0,0,0,1
155.0,4.0,25,20,2009,8.32069157104845,19,1,0,0,1,0,0,0,0,0,0,1
114.0,4.0,26,19,870,7.601402334583733,26,0,0,1,1,0,0,0,0,0,0,0
114.0,4.0,23,18,870,7.601402334583733,26,0,0,1,0,1,0,0,0,0,0,0
114.0,4.0,26,19,870,7.601402334583733,26,0,0,1,1,0,0,0,0,0,0,0
114.0,4.0,26,19,870,7.601402334583733,25,0,0,1,1,0,0,0,0,0,0,0
114.0,4.0,26,19,870,7.601402334583733,25,0,0,1,1,0,0,0,0,0,0,0
114.0,4.0,26,19,870,7.601402334583733,25,0,0,1,1,0,0,0,0,0,0,0
114.0,4.0,26,19,870,7.601402334583733,24,0,0,1,1,0,0,0,0,0,0,0
114.0,4.0,25,18,870,7.601402334583733,24,0,0,1,1,0,0,0,0,0,0,0
100.0,4.0,35,29,586,9.681655640646714,5,0,0,1,1,0,0,0,0,0,0,0
100.0,4.0,35,29,586,9.584039577320695,5,0,0,1,1,0,0,0,0,0,0,0
100.0,4.0,34,28,586,9.732758541777981,5,0,0,1,0,1,0,0,0,0,0,0
100.0,4.0,34,28,586,9.640237896224932,5,0,0,1,0,1,0,0,0,0,0,0
100.0,4.0,34,28,586,9.743964132018151,4,0,0,1,0,1,0,0,0,0,0,0
100.0,4.0,34,28,586,9.65252306301951,4,0,0,1,0,1,0,0,0,0,0,0
100.0,4.0,35,29,586,9.693445303141573,4,0,0,1,1,0,0,0,0,0,0,0
100.0,4.0,35,29,586,9.597030324758013,4,0,0,1,1,0,0,0,0,0,0,0
100.0,4.0,34,28,586,9.743964132018151,3,0,0,1,0,1,0,0,0,0,0,0
100.0,4.0,34,28,586,9.65252306301951,3,0,0,1,0,1,0,0,0,0,0,0
100.0,4.0,35,29,586,9.693445303141573,3,0,0,1,1,0,0,0,0,0,0,0
100.0,4.0,35,29,586,9.597030324758013,3,0,0,1,1,0,0,0,0,0,0,0
300.0,6.0,30,20,3916,10.763229096719098,2,0,0,1,0,1,0,0,0,0,0,0
240.0,4.0,33,22,3916,10.641870970494749,2,0,0,1,0,1,0,0,0,0,0,0
240.0,4.0,33,22,3916,10.641870970494749,2,0,0,1,0,1,0,0,0,0,0,0
240.0,4.0,34,22,3916,10.668978650219241,1,0,0,1,0,1,0,0,0,0,0,0
300.0,6.0,30,20,3916,10.803669227477098,1,0,0,1,0,1,0,0,0,0,0,0
320.0,6.0,30,20,3916,10.8127738102574,0,0,0,1,0,1,0,0,0,0,0,0
248.0,4.0,33,23,3916,10.69083065598303,0,0,0,1,0,1,0,0,0,0,0,0
241.0,4.0,33,22,3916,10.6442575495135,2,0,0,1,0,1,0,0,0,0,0,0
335.0,6.0,33,25,3916,10.822793733370741,2,0,0,1,0,1,0,0,0,0,0,0
240.0,4.0,35,23,3916,10.53212287826962,2,0,0,1,0,1,0,0,0,0,0,0
300.0,6.0,32,21,3916,10.686269748667398,2,0,0,1,0,1,0,0,0,0,0,0
180.0,4.0,45,32,3916,10.571342565808699,2,0,0,1,0,1,0,0,0,0,0,0
240.0,4.0,33,22,3916,10.584081267024454,2,0,0,1,0,1,0,0,0,0,0,0
240.0,4.0,33,22,3916,10.584081267024454,2,0,0,1,0,1,0,0,0,0,0,0
180.0,4.0,35,23,3916,10.461702359555922,2,0,0,1,0,1,0,0,0,0,0,0
300.0,6.0,30,20,3916,10.730968928388284,2,0,0,1,0,1,0,0,0,0,0,0
180.0,4.0,43,31,3916,10.679389145388422,2,0,0,1,0,1,0,0,0,0,0,0
240.0,4.0,35,23,3916,10.53212287826962,2,0,0,1,0,1,0,0,0,0,0,0
180.0,4.0,43,31,3916,10.62135173563291,2,0,0,1,0,1,0,0,0,0,0,0
180.0,4.0,36,24,3916,10.402776888483789,2,0,0,1,0,1,0,0,0,0,0,0
180.0,4.0,40,30,3916,10.641870970494749,1,0,0,1,0,1,0,0,0,0,0,0
320.0,6.0,33,22,3916,10.774801838762809,1,0,0,1,0,1,0,0,0,0,0,0
180.0,4.0,42,32,3916,10.592902778006396,1,0,0,1,0,1,0,0,0,0,0,0
240.0,4.0,34,22,3916,10.554535882074735,1,0,0,1,0,1,0,0,0,0,0,0
240.0,4.0,34,22,3916,10.605371456538457,1,0,0,1,0,1,0,0,0,0,0,0
240.0,4.0,34,22,3916,10.554535882074735,1,0,0,1,1,0,0,0,0,0,0,0
240.0,4.0,34,22,3916,10.660805999303808,1,0,0,1,0,1,0,0,0,0,0,0
180.0,4.0,36,24,3916,10.408828161071545,1,0,0,1,0,1,0,0,0,0,0,0
180.0,4.0,35,23,3916,10.467408346336265,1,0,0,1,0,1,0,0,0,0,0,0
180.0,4.0,40,30,3916,10.695370855832223,1,0,0,1,0,1,0,0,0,0,0,0
320.0,6.0,33,22,3916,10.732061203925053,1,0,0,1,0,1,0,0,0,0,0,0
248.0,4.0,34,23,3916,10.564911840900125,0,0,0,1,0,1,0,0,0,0,0,0
180.0,4.0,34,23,3916,10.475906740307126,0,0,0,1,0,1,0,0,0,0,0,0
180.0,4.0,35,23,3916,10.417836960475736,0,0,0,1,0,1,0,0,0,0,0,0
248.0,4.0,33,23,3916,10.615235658245211,0,0,0,1,0,1,0,0,0,0,0,0
180.0,4.0,40,30,3916,10.651383301144275,0,0,0,1,0,1,0,0,0,0,0,0
248.0,4.0,33,23,3916,10.667815210028436,0,0,0,1,0,1,0,0,0,0,0,0
180.0,4.0,42,32,3916,10.602890127258581,0,0,0,1,0,1,0,0,0,0,0,0
320.0,6.0,31,21,3916,10.817796321618971,0,0,0,1,0,1,0,0,0,0,0,0
320.0,6.0,32,21,3916,10.776891660007811,0,0,0,1,0,1,0,0,0,0,0,0
180.0,4.0,40,30,3916,10.702142737876844,0,0,0,1,0,1,0,0,0,0,0,0
177.0,6.0,19,15,617,7.711101251840158,26,0,0,1,0,1,0,0,0,0,0,0
177.0,6.0,20,15,617,7.601402334583733,26,0,0,1,0,1,0,0,0,0,0,0
158.0,6.0,22,17,617,7.601402334583733,26,0,0,1,0,1,0,0,0,0,0,0
177.0,6.0,20,15,617,7.652545692693921,26,0,0,1,0,1,0,0,0,0,0,0
177.0,6.0,18,15,617,7.696212639346407,26,0,0,1,0,1,0,0,0,0,0,0
177.0,6.0,22,16,617,7.601402334583733,26,0,0,1,0,1,0,0,0,0,0,0
177.0,6.0,19,15,617,7.661527081358517,26,0,0,1,0,1,0,0,0,0,0,0
228.0,6.0,21,14,617,8.175547596021026,26,1,0,0,1,0,0,0,0,0,0,0
217.0,6.0,22,15,617,7.687080155783135,26,1,0,0,0,1,0,0,0,0,0,0
121.0,5.0,30,23,617,7.601402334583733,26,0,0,1,0,1,0,0,0,0,0,0
121.0,5.0,29,23,617,7.601402334583733,25,0,0,1,0,1,0,0,0,0,0,0
228.0,6.0,17,14,617,7.774015077250727,25,0,0,1,0,1,0,0,0,0,0,0
228.0,6.0,21,15,617,8.246695943718557,25,1,0,0,1,0,0,0,0,0,0,0
177.0,6.0,19,15,617,7.699842407396986,25,0,0,1,0,1,0,0,0,0,0,0
177.0,6.0,20,15,617,7.601402334583733,25,0,0,1,0,1,0,0,0,0,0,0
217.0,6.0,21,15,617,7.718240951959316,25,1,0,0,0,1,0,0,0,0,0,0
177.0,6.0,22,16,617,7.633369649679584,25,0,0,1,0,1,0,0,0,0,0,0
148.0,6.0,22,18,617,7.843064016692054,25,0,0,1,0,1,0,0,0,0,0,0
177.0,6.0,18,15,617,7.733245646529795,25,0,0,1,0,1,0,0,0,0,0,0
158.0,6.0,23,18,617,7.601402334583733,25,0,0,1,0,1,0,0,0,0,0,0
177.0,6.0,19,15,617,7.841885928984623,24,0,0,1,0,1,0,0,0,0,0,0
217.0,6.0,22,17,617,7.7823903355874595,24,1,0,0,0,1,0,0,0,0,0,0
121.0,5.0,30,23,617,7.601402334583733,24,0,0,1,0,1,0,0,0,0,0,0
228.0,6.0,21,14,617,8.336869637284956,24,1,0,0,1,0,0,0,0,0,0,0
217.0,6.0,22,17,617,7.690743163541872,24,0,0,1,0,1,0,0,0,0,0,0
148.0,6.0,22,18,617,7.912056888179006,24,0,0,1,0,1,0,0,0,0,0,0
177.0,6.0,19,15,617,7.797291273547472,24,0,0,1,0,1,0,0,0,0,0,0
194.0,6.0,23,17,617,7.717796211013582,24,0,0,1,0,1,0,0,0,0,0,0
228.0,6.0,18,14,617,7.840312983320164,24,0,0,1,0,1,0,0,0,0,0,0
218.0,6.0,23,17,436,8.279443487712665,20,1,0,0,1,0,0,0,0,0,0,0
161.0,6.0,22,17,436,8.100464891029363,20,1,0,0,1,0,0,0,0,0,0,0
320.0,6.0,22,16,436,8.701013624333928,20,1,0,0,1,0,0,0,0,0,0,0
320.0,6.0,22,16,436,8.811503250158239,19,1,0,0,1,0,0,0,0,0,0,0
161.0,6.0,22,17,436,8.216628493133443,19,1,0,0,1,0,0,0,0,0,0,0
218.0,6.0,23,17,436,8.449342524508063,19,1,0,0,1,0,0,0,0,0,0,0
218.0,6.0,23,17,436,8.576781982827894,18,1,0,0,1,0,0,0,0,0,0,0
320.0,6.0,22,16,436,8.936035096566041,18,1,0,0,1,0,0,0,0,0,0,0
161.0,6.0,22,17,436,8.316544717929398,18,1,0,0,1,0,0,0,0,0,0,0
300.0,6.0,27,18,1013,10.533987755195422,2,0,0,1,0,1,0,0,0,0,0,0
292.0,6.0,31,19,1013,10.363945768938333,2,0,0,1,0,1,0,0,0,0,0,0
292.0,6.0,31,19,1013,10.547208116433715,2,0,0,1,0,1,0,0,0,0,0,0
292.0,6.0,27,18,1013,10.712103982902187,2,0,0,1,0,1,0,0,0,0,0,0
300.0,6.0,31,19,1013,10.465129857127469,2,0,0,1,0,1,0,0,0,0,0,0
292.0,6.0,31,19,1013,10.654809297147146,2,0,0,1,0,1,0,0,0,0,0,0
292.0,6.0,27,18,1013,10.439863957146125,2,0,0,1,0,1,0,0,0,0,0,0
292.0,6.0,27,18,1013,10.610808804651954,2,0,0,1,0,1,0,0,0,0,0,0
300.0,6.0,27,18,1013,10.547864568726643,1,0,0,1,0,1,0,0,0,0,0,0
300.0,6.0,31,19,1013,10.479988550976753,1,0,0,1,0,1,0,0,0,0,0,0
292.0,6.0,27,18,1013,10.718653230950043,1,0,0,1,0,1,0,0,0,0,0,0
292.0,6.0,31,19,1013,10.381614349338879,1,0,0,1,0,1,0,0,0,0,0,0
292.0,6.0,27,18,1013,10.538899682444836,1,0,0,1,0,1,0,0,0,0,0,0
292.0,6.0,27,18,1013,10.622692267415363,1,0,0,1,0,1,0,0,0,0,0,0
300.0,6.0,31,19,1013,10.493798805759472,1,0,0,1,0,1,0,0,0,0,0,0
292.0,6.0,31,19,1013,10.661743404167277,1,0,0,1,0,1,0,0,0,0,0,0
292.0,6.0,31,19,1013,10.55986700890386,1,0,0,1,0,1,0,0,0,0,0,0
292.0,6.0,31,19,1013,10.470391006521822,1,0,0,1,0,1,0,0,0,0,0,0
300.0,6.0,27,18,1013,10.560774367644997,1,0,0,1,0,1,0,0,0,0,0,0
292.0,6.0,27,18,1013,10.456251347665171,1,0,0,1,0,1,0,0,0,0,0,0
292.0,6.0,27,18,1013,10.624638929505672,0,0,0,1,0,1,0,0,0,0,0,0
292.0,6.0,27,18,1013,10.720421929870149,0,0,0,1,0,1,0,0,0,0,0,0
300.0,6.0,27,18,1013,10.562845244106652,0,0,0,1,0,1,0,0,0,0,0,0
292.0,6.0,30,19,1013,10.561939763299186,0,0,0,1,0,1,0,0,0,0,0,0
300.0,6.0,30,19,1013,10.49601297178542,0,0,0,1,0,1,0,0,0,0,0,0
300.0,6.0,27,18,1013,10.549962324897642,0,0,0,1,0,1,0,0,0,0,0,0
292.0,6.0,30,19,1013,10.384091054112533,0,0,0,1,0,1,0,0,0,0,0,0
292.0,6.0,30,19,1013,10.663615581822071,0,0,0,1,0,1,0,0,0,0,0,0
292.0,6.0,27,18,1013,10.45855013319517,0,0,0,1,0,1,0,0,0,0,0,0
300.0,6.0,30,19,1013,10.482233472786097,0,0,0,1,0,1,0,0,0,0,0,0
250.0,6.0,24,16,1013,10.375551557748782,15,0,0,1,0,1,0,0,0,0,0,0
250.0,6.0,24,16,1013,10.259096928959389,15,0,0,1,0,1,0,0,0,0,0,0
255.0,6.0,25,16,1013,10.3833177425996,14,0,0,1,0,1,0,0,0,0,0,0
250.0,6.0,25,16,1013,10.271112327661113,14,0,0,1,0,1,0,0,0,0,0,0
250.0,6.0,25,16,1013,10.281444421227691,13,0,0,1,0,1,0,0,0,0,0,0
255.0,6.0,25,16,1013,10.392558244499089,13,0,0,1,0,1,0,0,0,0,0,0
222.0,6.0,22,16,2009,7.954372272531867,23,1,0,0,1,0,0,0,0,0,0,1
222.0,6.0,22,16,2009,7.819636302367592,23,1,0,0,1,0,0,0,0,0,0,1
300.0,6.0,22,16,2009,7.895063498091573,23,1,0,0,1,0,0,0,0,0,0,1
222.0,6.0,22,16,2009,7.845416036592485,23,1,0,0,1,0,0,0,0,0,0,1
300.0,6.0,22,16,2009,8.022896869601457,22,1,0,0,1,0,0,0,0,0,0,1
222.0,6.0,22,17,2009,7.928406026180535,22,1,0,0,1,0,0,0,0,0,0,1
222.0,6.0,22,17,2009,7.902117546276448,22,1,0,0,1,0,0,0,0,0,0,1
222.0,6.0,22,17,2009,8.039802343736485,22,1,0,0,1,0,0,0,0,0,0,1
300.0,6.0,22,16,2009,8.163656176168432,21,1,0,0,1,0,0,0,0,0,0,1
222.0,6.0,22,17,2009,8.041734711487537,21,1,0,0,1,0,0,0,0,0,0,1
222.0,6.0,22,17,2009,8.195609567288775,21,1,0,0,1,0,0,0,0,0,0,1
222.0,6.0,22,17,2009,8.066521490469993,21,1,0,0,1,0,0,0,0,0,0,1
82.0,4.0,33,25,586,7.601402334583733,25,1,0,0,1,0,0,0,0,0,0,0
82.0,4.0,33,25,586,7.601402334583733,25,1,0,0,1,0,0,0,0,0,0,0
82.0,4.0,33,25,586,7.601402334583733,24,1,0,0,1,0,0,0,0,0,0,0
82.0,4.0,32,24,586,7.601402334583733,24,1,0,0,1,0,0,0,0,0,0,0
82.0,4.0,33,25,586,7.601402334583733,23,1,0,0,1,0,0,0,0,0,0,0
134.0,6.0,23,19,617,7.6708948313621175,27,0,0,1,0,1,0,0,0,0,0,0
134.0,6.0,23,19,617,7.649216319820633,27,0,0,1,0,1,0,0,0,0,0,0
134.0,6.0,23,19,617,7.68662133494462,26,0,0,1,0,1,0,0,0,0,0,0
134.0,6.0,23,19,617,7.7458682297922685,26,0,0,1,0,1,0,0,0,0,0,0
306.0,6.0,23,17,2009,10.506463824584774,10,1,0,0,0,1,0,0,0,0,0,1
306.0,6.0,23,17,2009,10.627430633893226,10,1,0,0,0,1,0,0,0,0,0,1
306.0,6.0,24,17,2009,10.328787967145063,10,1,0,0,0,1,0,0,0,0,0,1
306.0,6.0,24,17,2009,10.521399202410167,10,1,0,0,0,1,0,0,0,0,0,1
306.0,6.0,25,18,2009,10.236417809461043,10,1,0,0,1,0,0,0,0,0,0,1
306.0,6.0,25,18,2009,10.39516093745751,10,1,0,0,1,0,0,0,0,0,0,1
306.0,6.0,24,17,2009,10.602890127258581,10,1,0,0,1,0,0,0,0,0,0,1
306.0,6.0,24,17,2009,10.47872356423098,10,1,0,0,1,0,0,0,0,0,0,1
306.0,6.0,25,18,2009,10.494075844768336,10,1,0,0,1,0,0,0,0,0,0,1
306.0,6.0,24,17,2009,10.410335274932896,10,1,0,0,0,1,0,0,0,0,0,1
306.0,6.0,24,17,2009,10.542732775946709,10,1,0,0,1,0,0,0,0,0,0,1
306.0,6.0,25,18,2009,10.295563423525277,10,1,0,0,1,0,0,0,0,0,0,1
306.0,6.0,25,18,2009,10.547208116433715,10,1,0,0,1,0,0,0,0,0,0,1
306.0,6.0,23,17,2009,10.568775236216993,10,1,0,0,0,1,0,0,0,0,0,1
306.0,6.0,24,17,2009,10.429428364110965,9,1,0,0,0,1,0,0,0,0,0,1
306.0,6.0,24,17,2009,10.561810341941893,9,1,0,0,1,0,0,0,0,0,0,1
306.0,6.0,23,17,2009,10.587366919275157,9,1,0,0,0,1,0,0,0,0,0,1
306.0,6.0,24,17,2009,10.538502315656821,9,1,0,0,0,1,0,0,0,0,0,1
306.0,6.0,23,17,2009,10.64497241395799,9,1,0,0,0,1,0,0,0,0,0,1
306.0,6.0,24,17,2009,10.499049467245019,9,1,0,0,1,0,0,0,0,0,0,1
306.0,6.0,25,18,2009,10.511648576689398,9,1,0,0,1,0,0,0,0,0,0,1
306.0,6.0,24,17,2009,10.620863823642551,9,1,0,0,1,0,0,0,0,0,0,1
306.0,6.0,25,18,2009,10.563103802387129,9,1,0,0,1,0,0,0,0,0,0,1
306.0,6.0,25,18,2009,10.258045256703726,9,1,0,0,1,0,0,0,0,0,0,1
306.0,6.0,25,18,2009,10.315961375454851,9,1,0,0,1,0,0,0,0,0,0,1
306.0,6.0,24,17,2009,10.348525875764018,9,1,0,0,0,1,0,0,0,0,0,1
306.0,6.0,25,18,2009,10.414543149856174,9,1,0,0,1,0,0,0,0,0,0,1
306.0,6.0,23,17,2009,10.526239092474103,9,1,0,0,0,1,0,0,0,0,0,1
306.0,6.0,24,17,2009,10.635158087766825,8,1,0,0,1,0,0,0,0,0,0,1
306.0,6.0,24,17,2009,10.515180613182057,8,1,0,0,1,0,0,0,0,0,0,1
306.0,6.0,23,17,2009,10.658928549267461,8,1,0,0,0,1,0,0,0,0,0,1
306.0,6.0,23,17,2009,10.541940926673426,8,1,0,0,0,1,0,0,0,0,0,1
306.0,6.0,24,17,2009,10.576967596620598,8,1,0,0,1,0,0,0,0,0,0,1
306.0,6.0,23,17,2009,10.60214452626967,8,1,0,0,0,1,0,0,0,0,0,1
